"S45"	"S46"	"S47"	"S48"	"S49"	"S50"	"S51"	"S52"	"S53"	"S55"	"S56"	"S57"	"S58"	"S59"	"S60"	"S61"	"S62"	"S63"	"S64"	"S65"	"S66"	"S67"	"S68"	"S69"	"S70"	"S71"	"S72"	"S73"	"S75"	"S76"	"S77"	"S78"	"S79"	"S1"	"S2"	"S3"	"S4"	"S5"	"S6"	"S7"	"S8"	"S9"	"S10"	"S11"	"S12"	"S13"	"S14"	"S15"	"S16"	"S17"	"S18"	"S19"	"S20"	"S21"	"S22"	"S23"	"S24"	"S25"	"S26"	"S27"	"S28"	"S29"	"S30"	"S31"	"S32"	"S33"	"S34"	"S35"	"S36"	"S37"	"S38"	"S39"	"S40"	"S41"	"S42"	"S43"	"S44"	"S80"	"S81"	"S83"	"S84"	"S85"	"S86"	"S87"	"S88"	"S89"	"S90"	"S91"	"S92"	"S93"	"S95"	"S96"	"S97"	"S98"	"S100"	"S94"	"S99"
"CMKOR1"	0.0690927835051546	0.143092783505155	0.386092783505155	-0.266907216494845	-0.00390721649484535	-0.136907216494845	0.212092783505155	0.0470927835051546	0.190092783505155	-0.327907216494845	0.497092783505155	-0.314907216494845	0.0230927835051546	0.202092783505155	-0.225907216494845	-0.110907216494845	0.889092783505155	-0.450907216494845	-0.322907216494845	-0.175907216494845	-0.201907216494845	-0.108907216494845	0.441092783505155	0.358092783505155	0.0140927835051546	0.0220927835051546	0.790092783505155	0.684092783505155	0.281092783505155	0.242092783505155	0.0540927835051546	0.336092783505155	-0.0299072164948454	-0.0979072164948454	0.0620927835051546	-0.0849072164948454	-0.556907216494845	0.180092783505155	-0.298907216494845	0.120092783505155	-0.413907216494845	0.0990927835051546	-0.0689072164948454	0.436092783505155	0.160092783505155	0.122092783505155	-0.00990721649484536	0.115092783505155	0.261092783505155	0.150092783505155	0.0160927835051546	0.195092783505155	0.462092783505155	-0.0779072164948454	-0.144907216494845	-0.374907216494845	-0.207907216494845	0.200092783505155	0.158092783505155	-0.182907216494845	-0.295907216494845	0.0450927835051546	-0.235907216494845	0.0160927835051546	-0.128907216494845	-0.0159072164948454	0.530092783505155	-0.228907216494845	0.211092783505155	-0.852907216494845	0.0110927835051546	0.222092783505155	0.333092783505155	-0.0809072164948454	-0.0539072164948454	-0.100907216494845	0.0490927835051546	-0.00590721649484535	-0.515907216494845	-0.223907216494845	-0.635907216494845	-0.280907216494845	-0.255907216494845	0.119092783505155	-0.222907216494845	-0.155907216494845	-0.447907216494845	-0.236907216494845	0.0980927835051546	0.205092783505155	-0.0569072164948454	-0.0939072164948454	-0.00890721649484535	-0.0969072164948454	-0.165907216494845	-0.192907216494845	0.330092783505155
"CNAP1"	-0.174680412371134	-0.179680412371134	-0.054680412371134	0.388319587628866	0.124319587628866	0.584319587628866	-0.084680412371134	-0.083680412371134	-0.131680412371134	-0.00168041237113402	-0.010680412371134	0.313319587628866	-0.00968041237113402	-0.116680412371134	-0.105680412371134	-0.272680412371134	0.136319587628866	-0.099680412371134	0.041319587628866	0.367319587628866	0.190319587628866	0.043319587628866	-0.051680412371134	-0.153680412371134	-0.117680412371134	0.443319587628866	-0.123680412371134	-0.241680412371134	0.169319587628866	-0.00268041237113402	0.016319587628866	-0.197680412371134	-0.090680412371134	-0.246680412371134	-0.079680412371134	-0.104680412371134	-0.158680412371134	-0.325680412371134	-0.145680412371134	-0.056680412371134	0.199319587628866	-0.037680412371134	-0.169680412371134	-0.057680412371134	0.088319587628866	0.258319587628866	-0.872680412371134	0.062319587628866	0.174319587628866	-0.140680412371134	-0.222680412371134	-0.393680412371134	0.759319587628866	-0.193680412371134	-0.207680412371134	-0.182680412371134	0.219319587628866	-0.250680412371134	-0.197680412371134	-0.159680412371134	-0.090680412371134	-0.119680412371134	-0.158680412371134	-0.145680412371134	-0.178680412371134	-0.075680412371134	0.094319587628866	-0.160680412371134	-0.197680412371134	-0.015680412371134	-0.214680412371134	-0.157680412371134	0.136319587628866	-0.295680412371134	-0.281680412371134	-0.00168041237113402	0.312319587628866	0.203319587628866	0.266319587628866	0.282319587628866	0.356319587628866	0.722319587628866	0.079319587628866	0.292319587628866	0.413319587628866	0.316319587628866	0.390319587628866	0.226319587628866	0.086319587628866	0.082319587628866	-0.273680412371134	-0.047680412371134	0.217319587628866	0.023319587628866	0.146319587628866	-0.137680412371134	-0.162680412371134
"CNGA1"	-0.207103092783505	-0.174103092783505	-0.198103092783505	-0.118103092783505	-0.0471030927835052	0.321896907216495	-0.315103092783505	-0.0321030927835052	1.98289690721649	-0.603103092783505	0.0768969072164948	0.780896907216495	0.000896907216494842	-0.0901030927835051	0.257896907216495	-0.306103092783505	-0.0761030927835052	-0.115103092783505	0.230896907216495	0.249896907216495	-0.254103092783505	0.270896907216495	0.108896907216495	-0.269103092783505	-0.0901030927835051	-0.0531030927835052	-0.0271030927835052	0.458896907216495	0.415896907216495	0.107896907216495	-0.0401030927835052	-0.159103092783505	0.149896907216495	-0.185103092783505	-0.165103092783505	-0.404103092783505	-0.0341030927835052	-0.262103092783505	-0.0631030927835051	0.0468969072164948	-0.0261030927835052	0.0808969072164948	-0.821103092783505	-0.123103092783505	-0.388103092783505	-0.0621030927835052	-0.334103092783505	-0.0101030927835052	-0.104103092783505	-0.395103092783505	0.284896907216495	-0.0831030927835052	-0.105103092783505	-0.263103092783505	0.510896907216495	-0.269103092783505	0.0538969072164948	-1.20510309278351	-0.118103092783505	-0.0151030927835052	0.266896907216495	-0.227103092783505	0.0918969072164948	-0.192103092783505	-0.450103092783505	-0.292103092783505	-0.135103092783505	-0.144103092783505	-0.0901030927835051	-0.145103092783505	-0.273103092783505	-0.0821030927835052	-0.0651030927835052	-0.378103092783505	-0.284103092783505	-0.0661030927835052	-0.161103092783505	0.0618969072164948	0.641896907216495	-0.0251030927835052	0.603896907216495	0.362896907216495	-0.220103092783505	-0.00810309278350516	0.0518969072164948	0.923896907216495	0.718896907216495	0.189896907216495	0.352896907216495	-0.482103092783505	-0.00210309278350516	0.309896907216495	0.742896907216495	0.245896907216495	0.466896907216495	-0.0821030927835052	-0.00810309278350516
"CNN3"	-0.223350515463918	0.247649484536082	-0.200350515463918	0.131649484536082	-0.154350515463918	0.396649484536083	0.220649484536082	0.0636494845360825	0.375649484536082	0.263649484536083	-0.306350515463918	-0.306350515463918	-0.0533505154639175	-0.0463505154639175	0.104649484536082	-0.0933505154639175	-0.251350515463918	-0.0123505154639175	-0.0953505154639175	-0.0853505154639175	-0.108350515463918	-0.0393505154639175	-0.126350515463918	0.00164948453608247	-0.0103505154639175	0.286649484536082	-0.206350515463917	-0.141350515463918	-0.214350515463918	0.189649484536082	0.466649484536083	-0.157350515463918	0.293649484536082	-0.297350515463917	0.188649484536082	0.158649484536082	-0.290350515463917	0.0156494845360825	0.139649484536082	0.473649484536082	-0.0203505154639175	0.0406494845360825	-0.0473505154639175	-0.0473505154639175	0.522649484536083	-0.0183505154639175	0.265649484536083	-0.208350515463918	0.199649484536082	0.182649484536082	-0.0423505154639175	-0.140350515463918	-0.0993505154639175	-0.0263505154639175	-0.110350515463918	0.0346494845360825	-0.0303505154639175	-0.202350515463918	0.183649484536082	0.0616494845360825	-0.212350515463918	-0.334350515463918	0.194649484536082	-0.370350515463918	-0.115350515463918	-0.203350515463918	-0.328350515463918	0.00264948453608247	-0.0223505154639175	0.171649484536082	-0.343350515463918	0.164649484536082	-0.169350515463918	0.0256494845360825	0.0326494845360825	0.0376494845360825	-0.0313505154639175	-0.0433505154639175	-0.0543505154639175	0.00164948453608247	-0.249350515463918	0.210649484536082	0.126649484536082	-0.111350515463918	0.00964948453608247	0.153649484536082	-0.197350515463918	0.144649484536082	0.225649484536082	0.116649484536082	0.0716494845360825	0.0306494845360825	-0.0103505154639175	-0.0433505154639175	0.213649484536082	-0.138350515463918	-0.0533505154639175
"COL10A1"	-0.0765979381443299	0.51940206185567	0.51140206185567	-0.0755979381443299	0.12840206185567	0.10840206185567	0.59940206185567	-0.26459793814433	0.52240206185567	-0.25359793814433	0.0834020618556701	-0.67359793814433	-0.0615979381443299	0.36940206185567	0.13840206185567	0.35740206185567	0.0194020618556701	-0.32459793814433	-0.40259793814433	-0.0265979381443299	-0.21659793814433	0.0834020618556701	-0.22459793814433	0.50840206185567	-0.46759793814433	0.0824020618556701	0.32540206185567	-1.23959793814433	0.0894020618556701	0.52240206185567	0.20440206185567	0.40840206185567	0.34740206185567	-0.0255979381443299	0.25940206185567	0.0104020618556701	0.0594020618556701	0.45140206185567	-0.0305979381443299	0.24640206185567	-0.38259793814433	0.19740206185567	0.12940206185567	0.17740206185567	-0.0675979381443299	-0.16359793814433	0.23240206185567	0.37440206185567	-0.0625979381443299	0.31740206185567	0.33940206185567	0.35840206185567	-0.24359793814433	0.43240206185567	0.12840206185567	-0.17759793814433	0.12740206185567	-0.16959793814433	0.42540206185567	-0.10359793814433	-0.55859793814433	0.0324020618556701	-0.25159793814433	0.51540206185567	0.31540206185567	0.19040206185567	-1.03159793814433	0.45640206185567	0.39440206185567	-0.59859793814433	-0.00659793814432991	0.60540206185567	-0.0135979381443299	0.24840206185567	0.0124020618556701	-0.0185979381443299	0.30740206185567	-0.12459793814433	-0.69759793814433	-0.00959793814432988	-0.81759793814433	-0.45459793814433	-0.17759793814433	-0.17359793814433	-0.0635979381443299	-0.20259793814433	-0.77959793814433	-0.68359793814433	0.14940206185567	0.12040206185567	0.16240206185567	-0.16559793814433	-0.58159793814433	0.17340206185567	-0.0235979381443299	0.18540206185567	-0.89559793814433
"COL11A1"	-0.280422680412371	0.683577319587629	0.451577319587629	0.155577319587629	-0.00242268041237115	0.160577319587629	0.452577319587629	-0.139422680412371	0.751577319587629	-0.0174226804123711	0.0275773195876289	-0.407422680412371	-0.341422680412371	0.395577319587629	0.0655773195876289	0.507577319587629	-0.429422680412371	-0.684422680412371	-0.146422680412371	-0.0924226804123711	0.0535773195876288	0.0625773195876289	-0.262422680412371	0.718577319587629	-0.924422680412371	0.0965773195876289	-0.922422680412371	-1.25242268041237	0.148577319587629	0.699577319587629	0.309577319587629	0.354577319587629	0.515577319587629	0.142577319587629	0.353577319587629	0.247577319587629	-0.349422680412371	0.455577319587629	0.0355773195876289	0.525577319587629	-0.160422680412371	0.303577319587629	0.294577319587629	0.223577319587629	0.265577319587629	-0.192422680412371	0.150577319587629	0.265577319587629	0.169577319587629	0.303577319587629	0.426577319587629	0.367577319587629	-0.0764226804123711	0.239577319587629	0.0965773195876289	-0.583422680412371	-0.272422680412371	-0.629422680412371	0.560577319587629	-0.388422680412371	-1.14542268041237	0.206577319587629	-0.797422680412371	0.466577319587629	0.311577319587629	0.299577319587629	-1.17242268041237	0.475577319587629	0.351577319587629	-0.206422680412371	-0.166422680412371	0.808577319587629	-0.0754226804123711	0.269577319587629	0.259577319587629	0.0315773195876289	0.412577319587629	-0.442422680412371	-0.669422680412371	-0.132422680412371	-1.00042268041237	0.208577319587629	-0.105422680412371	-0.0334226804123711	0.192577319587629	-0.713422680412371	-0.506422680412371	-0.236422680412371	0.0785773195876289	0.436577319587629	-0.0524226804123712	0.0345773195876289	-0.410422680412371	-0.0884226804123711	0.351577319587629	0.307577319587629	-1.03242268041237
"COL14A1"	-0.0507731958762887	0.254226804123711	-0.135773195876289	-0.486773195876289	-0.0607731958762887	-0.393773195876289	0.266226804123711	-0.468773195876289	-0.0967731958762887	-0.416773195876289	0.0172268041237113	-0.441773195876289	0.282226804123711	-0.501773195876289	0.160226804123711	-0.0117731958762887	-0.154773195876289	0.150226804123711	-0.158773195876289	0.237226804123711	-0.598773195876289	-0.135773195876289	0.386226804123711	-0.446773195876289	0.550226804123711	0.153226804123711	0.195226804123711	0.330226804123711	0.402226804123711	-0.141773195876289	0.641226804123711	-0.318773195876289	-0.181773195876289	0.327226804123711	-0.105773195876289	0.390226804123711	-0.536773195876289	0.0652268041237113	0.472226804123711	0.645226804123711	-0.570773195876289	0.343226804123711	0.515226804123711	-0.200773195876289	0.0112268041237113	0.243226804123711	0.491226804123711	-0.425773195876289	0.0212268041237113	0.617226804123711	0.267226804123711	0.654226804123711	-0.430773195876289	0.484226804123711	0.475226804123711	0.519226804123711	-0.00677319587628866	-0.179773195876289	0.347226804123711	0.693226804123711	0.445226804123711	0.259226804123711	0.568226804123711	-0.0917731958762887	-0.282773195876289	-0.0807731958762887	-0.346773195876289	-0.112773195876289	0.459226804123711	-0.0767731958762887	-0.120773195876289	0.287226804123711	-0.390773195876289	-0.259773195876289	0.858226804123711	-0.196773195876289	-0.389773195876289	0.0312268041237113	-0.665773195876289	-0.115773195876289	-1.06777319587629	-0.883773195876289	-0.209773195876289	0.0772268041237113	-0.0997731958762887	0.116226804123711	-0.672773195876289	-0.469773195876289	0.132226804123711	-0.454773195876289	0.702226804123711	-0.551773195876289	0.123226804123711	-0.231773195876289	-0.483773195876289	-0.00177319587628866	0.249226804123711
"COL1A2"	-0.0708453608247423	0.481154639175258	0.223154639175258	-0.315845360824742	-0.115845360824742	-0.0198453608247423	0.396154639175258	-0.331845360824742	0.398154639175258	-0.203845360824742	-0.0348453608247423	-0.576845360824742	0.149154639175258	0.0611546391752577	0.114154639175258	0.287154639175258	-0.0408453608247423	-0.207845360824742	-0.293845360824742	-0.219845360824742	-0.615845360824742	-0.120845360824742	0.129154639175258	0.318154639175258	-0.276845360824742	0.00515463917525771	0.183154639175258	-0.244845360824742	0.184154639175258	0.303154639175258	0.446154639175258	0.175154639175258	0.191154639175258	0.226154639175258	0.215154639175258	0.219154639175258	-0.427845360824742	0.333154639175258	0.264154639175258	0.606154639175258	-0.428845360824742	0.269154639175258	0.436154639175258	0.0911546391752577	-0.0588453608247423	0.0501546391752577	0.385154639175258	-0.00784536082474227	0.232154639175258	0.511154639175258	0.251154639175258	0.495154639175258	0.0441546391752577	0.339154639175258	0.366154639175258	-0.0878453608247423	-0.0608453608247423	-0.140845360824742	0.426154639175258	0.281154639175258	-0.642845360824742	0.280154639175258	0.0911546391752577	0.163154639175258	0.0241546391752577	0.0691546391752577	-0.813845360824742	0.267154639175258	0.407154639175258	-0.635845360824742	-0.110845360824742	0.536154639175258	-0.0108453608247423	-0.0258453608247423	0.431154639175258	-0.00484536082474227	0.0151546391752577	0.0141546391752577	-0.657845360824742	-0.294845360824742	-1.26684536082474	-0.161845360824742	0.00815463917525772	-0.0448453608247423	-0.0218453608247423	-0.163845360824742	-0.917845360824742	-0.269845360824742	-0.0618453608247423	0.0981546391752577	0.303154639175258	-0.341845360824742	-0.0448453608247423	-0.127845360824742	-0.161845360824742	-0.0218453608247423	-1.08784536082474
"COL2A1"	-0.239639175257732	0.146360824742268	0.018360824742268	0.441360824742268	0.290360824742268	1.10236082474227	-0.020639175257732	0.206360824742268	-1.59963917525773	-1.09063917525773	-0.0726391752577319	-0.172639175257732	-0.045639175257732	-0.359639175257732	-0.184639175257732	-1.05163917525773	-0.198639175257732	0.592360824742268	-0.119639175257732	0.156360824742268	-0.125639175257732	1.10936082474227	0.185360824742268	-0.283639175257732	0.00736082474226801	-0.438639175257732	-0.296639175257732	-0.079639175257732	1.16636082474227	-0.058639175257732	0.00536082474226801	-0.593639175257732	-0.050639175257732	0.024360824742268	0.478360824742268	0.0503608247422681	-0.588639175257732	-0.058639175257732	0.089360824742268	-0.318639175257732	0.019360824742268	-0.241639175257732	-0.992639175257732	0.145360824742268	1.82536082474227	-0.379639175257732	0.018360824742268	0.253360824742268	0.026360824742268	0.096360824742268	-0.645639175257732	-0.238639175257732	0.177360824742268	-0.515639175257732	-0.886639175257732	-0.110639175257732	-0.189639175257732	0.026360824742268	-0.750639175257732	0.031360824742268	-0.543639175257732	-0.098639175257732	-0.269639175257732	-0.342639175257732	-0.064639175257732	0.728360824742268	0.586360824742268	-0.177639175257732	0.884360824742268	0.044360824742268	-0.665639175257732	0.092360824742268	0.126360824742268	1.31636082474227	-0.520639175257732	0.249360824742268	-0.197639175257732	0.257360824742268	-0.749639175257732	1.35636082474227	-0.175639175257732	-0.224639175257732	-0.053639175257732	0.673360824742268	-0.290639175257732	-0.251639175257732	0.133360824742268	0.087360824742268	0.855360824742268	0.025360824742268	-0.332639175257732	0.644360824742268	0.095360824742268	0.777360824742268	0.475360824742268	-0.230639175257732	0.091360824742268
"COL3A1"	-0.137835051546392	0.425164948453608	0.221164948453608	-0.294835051546392	-0.0978350515463918	-0.0578350515463918	0.291164948453608	-0.319835051546392	0.393164948453608	-0.325835051546392	-0.0238350515463918	-0.569835051546392	0.0621649484536082	0.115164948453608	-0.0288350515463918	0.220164948453608	-0.113835051546392	-0.215835051546392	-0.268835051546392	-0.130835051546392	-0.573835051546392	-0.159835051546392	0.128164948453608	0.358164948453608	-0.191835051546392	-0.0408350515463918	0.306164948453608	-0.145835051546392	0.205164948453608	0.254164948453608	0.408164948453608	0.0821649484536082	0.210164948453608	0.233164948453608	0.194164948453608	0.207164948453608	-0.315835051546392	0.288164948453608	0.214164948453608	0.480164948453608	-0.518835051546392	0.0771649484536082	0.669164948453608	-0.000835051546391768	0.0721649484536082	-0.0788350515463918	0.390164948453608	0.118164948453608	0.0651649484536082	0.516164948453608	0.291164948453608	0.443164948453608	0.189164948453608	0.462164948453608	0.468164948453608	0.0611649484536082	0.0241649484536082	-0.176835051546392	0.494164948453608	0.348164948453608	-0.454835051546392	0.186164948453608	0.187164948453608	0.0461649484536082	-0.0718350515463918	0.0631649484536082	-0.745835051546392	0.233164948453608	0.337164948453608	-0.680835051546392	-0.0508350515463918	0.608164948453608	-0.0688350515463918	-0.151835051546392	0.471164948453608	-0.164835051546392	-0.0478350515463918	0.0371649484536082	-0.564835051546392	-0.216835051546392	-1.23083505154639	-0.264835051546392	-0.165835051546392	-0.0158350515463918	-0.0808350515463918	-0.0778350515463918	-0.874835051546392	-0.232835051546392	-0.110835051546392	0.100164948453608	0.403164948453608	-0.382835051546392	-0.0368350515463918	-0.0538350515463918	-0.226835051546392	-0.0818350515463918	-0.814835051546392
"COL4A1"	0.167969072164948	0.0539690721649485	0.0779690721649484	-0.0780309278350515	-0.142030927835052	-0.0360309278350515	-0.0910309278350515	0.109969072164948	0.152969072164948	-0.123030927835052	-0.178030927835052	-0.0250309278350515	-0.156030927835052	-0.0110309278350515	-0.0630309278350515	-0.0750309278350516	0.0449690721649485	-0.0490309278350515	-0.0170309278350515	-0.0790309278350515	-0.103030927835052	0.284969072164948	0.0199690721649484	0.00296907216494846	-0.0890309278350515	-0.0260309278350515	0.229969072164948	-0.190030927835052	0.122969072164948	0.0259690721649485	-0.0960309278350515	-0.0550309278350515	-0.0520309278350515	-0.0740309278350516	-0.187030927835052	-0.204030927835052	-0.342030927835052	-0.00603092783505155	-0.190030927835052	-0.187030927835052	0.0849690721649485	-0.0950309278350515	0.00296907216494846	0.121969072164948	0.387969072164948	-0.0710309278350515	-0.0470309278350515	-0.128030927835052	-0.00703092783505155	-0.0740309278350516	0.0279690721649485	-0.0140309278350515	-0.113030927835052	-0.0930309278350515	-0.229030927835052	-0.0250309278350515	0.191969072164948	-0.0420309278350515	-0.0880309278350516	-0.0980309278350515	-0.161030927835052	0.0849690721649485	-0.180030927835052	-3.09278350515418e-05	0.0739690721649484	-0.116030927835052	0.0369690721649484	0.0389690721649485	0.0689690721649485	0.0269690721649485	-0.00603092783505155	-0.155030927835052	-0.00903092783505154	-0.0700309278350515	-0.0520309278350515	-0.142030927835052	0.123969072164948	0.0369690721649484	1.01096907216495	0.0999690721649485	0.439969072164948	-0.0630309278350515	0.274969072164948	0.248969072164948	0.0949690721649485	-0.0110309278350515	-0.143030927835052	-0.0340309278350515	0.0499690721649485	0.0879690721649485	-0.149030927835052	0.529969072164948	0.107969072164948	-0.0620309278350515	0.0559690721649485	-0.0800309278350515	-0.123030927835052
"COL4A5"	-0.134237113402062	0.120762886597938	0.0307628865979381	-0.0762371134020619	0.247762886597938	-0.0842371134020619	-0.289237113402062	0.308762886597938	-0.314237113402062	0.278762886597938	0.143762886597938	-0.740237113402062	0.415762886597938	-0.341237113402062	0.319762886597938	0.361762886597938	0.140762886597938	0.0367628865979382	-0.279237113402062	-0.441237113402062	-0.406237113402062	-0.168237113402062	0.0317628865979381	-0.298237113402062	0.179762886597938	-0.475237113402062	0.0927628865979381	0.0797628865979381	-0.357237113402062	0.219762886597938	0.352762886597938	0.100762886597938	-0.256237113402062	0.0777628865979381	0.0697628865979381	0.106762886597938	0.150762886597938	0.231762886597938	0.207762886597938	0.155762886597938	-0.231237113402062	-0.305237113402062	0.511762886597938	0.200762886597938	-0.151237113402062	0.243762886597938	0.180762886597938	0.320762886597938	0.239762886597938	0.346762886597938	0.186762886597938	0.246762886597938	-0.132237113402062	0.229762886597938	0.404762886597938	0.334762886597938	-0.200237113402062	-0.0672371134020618	0.577762886597938	0.0817628865979382	0.214762886597938	0.456762886597938	-0.0752371134020619	0.510762886597938	0.477762886597938	0.0127628865979381	-0.460237113402062	-0.0402371134020618	-0.0392371134020618	-0.228237113402062	0.0847628865979382	0.207762886597938	0.479762886597938	0.00576288659793815	0.0257628865979381	0.113762886597938	-0.370237113402062	-0.351237113402062	-0.496237113402062	-0.145237113402062	-0.0332371134020618	-0.232237113402062	0.700762886597938	-0.0912371134020619	-0.220237113402062	-0.411237113402062	-0.520237113402062	-0.501237113402062	-0.182237113402062	-0.460237113402062	0.314762886597938	-0.607237113402062	-0.306237113402062	-0.350237113402062	-0.326237113402062	0.199762886597938	-0.178237113402062
"COL5A1"	0.182938144329897	0.283938144329897	0.255938144329897	-0.0510618556701031	-0.160061855670103	-0.0690618556701031	-0.00406185567010309	-0.213061855670103	0.121938144329897	-0.0650618556701031	-0.155061855670103	-0.0420618556701031	-0.0230618556701031	-0.00706185567010309	-0.135061855670103	-0.00506185567010309	-0.0580618556701031	-0.0710618556701031	-0.167061855670103	-0.174061855670103	-0.224061855670103	-0.0180618556701031	-0.0580618556701031	0.0829381443298969	-0.118061855670103	0.0289381443298969	-0.0490618556701031	-0.172061855670103	0.110938144329897	0.0719381443298969	0.0199381443298969	0.0269381443298969	-0.0200618556701031	0.0769381443298969	-0.0510618556701031	0.0719381443298969	-0.419061855670103	-0.0460618556701031	-0.0640618556701031	0.279938144329897	-0.131061855670103	-0.0830618556701031	0.240938144329897	-0.0770618556701031	0.00393814432989691	0.0269381443298969	0.260938144329897	0.118938144329897	-0.0480618556701031	0.242938144329897	0.0619381443298969	0.258938144329897	0.0109381443298969	0.233938144329897	0.0809381443298969	-0.0260618556701031	0.0629381443298969	-0.170061855670103	0.0939381443298969	0.0509381443298969	-0.275061855670103	0.203938144329897	-0.169061855670103	0.0289381443298969	-0.128061855670103	0.231938144329897	0.169938144329897	0.299938144329897	0.269938144329897	0.263938144329897	0.121938144329897	0.135938144329897	-0.0730618556701031	-0.100061855670103	0.357938144329897	-0.0560618556701031	0.231938144329897	0.0739381443298969	-0.0560618556701031	-0.188061855670103	-0.218061855670103	0.00293814432989691	-0.0560618556701031	0.123938144329897	0.00593814432989691	0.00193814432989691	-0.180061855670103	-0.134061855670103	-0.0290618556701031	0.109938144329897	0.0329381443298969	-0.218061855670103	-0.106061855670103	-0.196061855670103	-0.180061855670103	-0.0230618556701031	-0.471061855670103
"COL9A2"	-0.0648247422680412	0.0311752577319588	-0.0808247422680412	0.113175257731959	-0.107824742268041	0.178175257731959	0.295175257731959	-0.0988247422680412	-0.0468247422680412	-0.396824742268041	0.0611752577319588	-0.423824742268041	-0.233824742268041	-0.106824742268041	0.324175257731959	-0.0238247422680412	-0.161824742268041	-0.0248247422680412	0.0141752577319588	0.188175257731959	-0.243824742268041	0.230175257731959	-0.0418247422680412	-0.151824742268041	-0.0798247422680412	-0.00882474226804124	-0.0828247422680412	-0.248824742268041	0.513175257731959	-0.0928247422680412	-0.100824742268041	-0.180824742268041	0.243175257731959	-0.0138247422680412	0.0971752577319588	0.0341752577319588	-0.328824742268041	0.00217525773195876	-0.142824742268041	-0.0628247422680412	0.0351752577319588	-0.0348247422680412	-0.173824742268041	0.437175257731959	0.557175257731959	0.0681752577319588	-0.0188247422680412	0.00817525773195876	-0.0538247422680412	0.00317525773195876	-0.309824742268041	0.143175257731959	-0.0648247422680412	0.165175257731959	-0.183824742268041	0.0131752577319588	-0.0318247422680412	0.0631752577319588	-0.0728247422680413	0.0911752577319588	0.183175257731959	0.0131752577319588	0.0851752577319588	-0.380824742268041	-0.464824742268041	-0.0688247422680413	-0.188824742268041	0.407175257731959	-0.0808247422680412	0.265175257731959	-0.243824742268041	-0.0918247422680412	0.0701752577319588	1.09017525773196	0.259175257731959	0.0211752577319588	0.0171752577319588	-0.00582474226804124	-0.0748247422680413	0.0121752577319588	-0.141824742268041	-0.0398247422680412	0.0611752577319588	0.326175257731959	-0.209824742268041	-0.204824742268041	-0.127824742268041	-0.255824742268041	0.462175257731959	-0.146824742268041	0.117175257731959	0.100175257731959	-0.0558247422680412	0.182175257731959	-0.0608247422680412	-0.247824742268041	0.00417525773195876
"COL9A3"	-0.403030927835052	0.122969072164948	0.457969072164948	0.943969072164949	-0.514030927835051	0.919969072164948	-0.466030927835052	0.0189690721649485	0.170969072164948	-0.398030927835052	0.241969072164948	-0.0480309278350515	0.343969072164948	-0.152030927835052	0.221969072164948	-0.973030927835052	-0.331030927835052	0.144969072164948	-0.325030927835052	0.153969072164948	-0.919030927835051	1.00496907216495	-0.399030927835052	0.509969072164948	-0.403030927835052	0.660969072164948	-0.314030927835052	-0.174030927835052	1.10596907216495	0.158969072164948	0.0209690721649485	-0.540030927835051	0.318969072164948	-0.452030927835052	0.185969072164948	-0.398030927835052	-0.518030927835051	0.0319690721649484	-0.371030927835052	-0.0890309278350516	-0.280030927835052	-0.811030927835052	-0.390030927835051	-0.956030927835051	1.64096907216495	-0.404030927835052	-0.608030927835052	0.140969072164948	-0.0510309278350515	-0.195030927835052	-0.00203092783505154	-0.397030927835052	-0.679030927835051	-0.0150309278350516	0.391969072164948	0.255969072164948	0.423969072164948	-0.790030927835051	-0.215030927835052	-0.194030927835052	-0.0530309278350515	-0.428030927835052	-0.0330309278350516	-0.100030927835052	-0.314030927835052	-0.120030927835052	-0.997030927835052	0.309969072164948	-0.474030927835052	-0.0900309278350516	-0.0260309278350516	-0.702030927835051	-0.351030927835052	-0.669030927835051	-0.195030927835052	-0.518030927835051	1.15296907216495	0.576969072164949	0.453969072164948	0.515969072164948	0.265969072164948	0.420969072164948	0.314969072164948	1.22096907216495	0.180969072164948	1.07696907216495	0.0509690721649484	-0.537030927835052	0.978969072164948	-0.166030927835052	0.166969072164948	-0.111030927835052	1.14296907216495	0.916969072164948	0.0939690721649485	-0.352030927835052	-0.0240309278350516
